timestamp,cpu_percent,cpu_peak,cpu_low,cpu_avg,memory_rss,disk_read_mb,disk_write_mb,disk_read_count,disk_write_count,analysis
2025-02-19 12:34:44,8.3,77.2,0.0,2.95,486.6,0,0.0,37592,39201,"{'CPU Analysis': {'Average CPU Usage': '2.95%', 'Peak CPU Usage': '77.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '97.93'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76793'}, 'General': {'Monitoring Duration': '49.72 seconds', 'Total Samples': '45'}}"
2025-02-19 12:34:45,12.0,77.2,0.0,6.0,486.6,0,0.0,37592,39203,"{'CPU Analysis': {'Average CPU Usage': '6.0%', 'Peak CPU Usage': '77.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '97.67'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76795'}, 'General': {'Monitoring Duration': '50.82 seconds', 'Total Samples': '46'}}"
2025-02-19 12:34:46,12.1,77.2,0.0,9.32,486.6,0,0.0,37592,39205,"{'CPU Analysis': {'Average CPU Usage': '9.32%', 'Peak CPU Usage': '77.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '96.36'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76797'}, 'General': {'Monitoring Duration': '51.92 seconds', 'Total Samples': '47'}}"
2025-02-19 12:34:47,79.2,79.2,0.0,25.31,486.6,0,0.0,37592,39210,"{'CPU Analysis': {'Average CPU Usage': '25.31%', 'Peak CPU Usage': '79.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '151.01'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76802'}, 'General': {'Monitoring Duration': '53.03 seconds', 'Total Samples': '48'}}"
2025-02-19 12:34:48,1.7,79.2,0.0,21.98,486.6,0,0.0,37592,39212,"{'CPU Analysis': {'Average CPU Usage': '21.98%', 'Peak CPU Usage': '79.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '148.91'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76804'}, 'General': {'Monitoring Duration': '54.13 seconds', 'Total Samples': '49'}}"
2025-02-19 12:34:50,0.8,79.2,0.0,18.65,486.6,0,0.0,37592,39226,"{'CPU Analysis': {'Average CPU Usage': '18.65%', 'Peak CPU Usage': '79.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '147.19'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76818'}, 'General': {'Monitoring Duration': '55.23 seconds', 'Total Samples': '50'}}"
2025-02-19 12:34:51,0.0,79.2,0.0,9.16,486.6,0,0.0,37592,39228,"{'CPU Analysis': {'Average CPU Usage': '9.16%', 'Peak CPU Usage': '79.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '145.7'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76820'}, 'General': {'Monitoring Duration': '56.33 seconds', 'Total Samples': '51'}}"
2025-02-19 12:34:52,2.5,79.2,0.0,0.49,486.6,0,0.01,37592,39232,"{'CPU Analysis': {'Average CPU Usage': '0.49%', 'Peak CPU Usage': '79.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '143.56'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.01 MB', 'Total Operations': '76824'}, 'General': {'Monitoring Duration': '57.44 seconds', 'Total Samples': '52'}}"
2025-02-19 12:34:53,9.2,79.2,0.0,3.13,486.6,0,0.0,37592,39236,"{'CPU Analysis': {'Average CPU Usage': '3.13%', 'Peak CPU Usage': '79.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '141.21'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76828'}, 'General': {'Monitoring Duration': '58.54 seconds', 'Total Samples': '53'}}"
2025-02-19 12:34:54,8.3,79.2,0.0,5.78,486.6,0,0.0,37592,39242,"{'CPU Analysis': {'Average CPU Usage': '5.78%', 'Peak CPU Usage': '79.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '138.88'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76834'}, 'General': {'Monitoring Duration': '59.64 seconds', 'Total Samples': '54'}}"
2025-02-19 12:34:55,9.9,79.2,0.0,8.95,486.6,0,0.0,37592,39244,"{'CPU Analysis': {'Average CPU Usage': '8.95%', 'Peak CPU Usage': '79.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '136.77'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76836'}, 'General': {'Monitoring Duration': '60.74 seconds', 'Total Samples': '55'}}"
2025-02-19 12:34:56,10.7,79.2,0.0,12.88,486.6,0,0.0,37592,39246,"{'CPU Analysis': {'Average CPU Usage': '12.88%', 'Peak CPU Usage': '79.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '139.8'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76838'}, 'General': {'Monitoring Duration': '61.85 seconds', 'Total Samples': '56'}}"
2025-02-19 12:34:57,0.0,79.2,0.0,10.97,486.6,0,0.0,37592,39248,"{'CPU Analysis': {'Average CPU Usage': '10.97%', 'Peak CPU Usage': '79.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '138.25'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76840'}, 'General': {'Monitoring Duration': '62.95 seconds', 'Total Samples': '57'}}"
2025-02-19 12:34:58,1.7,79.2,0.0,8.13,486.6,0,0.0,37592,39252,"{'CPU Analysis': {'Average CPU Usage': '8.13%', 'Peak CPU Usage': '79.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '136.93'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76844'}, 'General': {'Monitoring Duration': '64.05 seconds', 'Total Samples': '58'}}"
2025-02-19 12:34:59,2.5,79.2,0.0,1.41,486.6,0,0.0,37592,39272,"{'CPU Analysis': {'Average CPU Usage': '1.41%', 'Peak CPU Usage': '79.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '135.08'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76864'}, 'General': {'Monitoring Duration': '65.15 seconds', 'Total Samples': '59'}}"
2025-02-19 12:35:01,11.3,79.2,0.0,2.12,486.6,0,0.0,37592,39275,"{'CPU Analysis': {'Average CPU Usage': '2.12%', 'Peak CPU Usage': '79.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '133.46'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76867'}, 'General': {'Monitoring Duration': '66.26 seconds', 'Total Samples': '60'}}"
2025-02-19 12:35:02,10.7,79.2,0.0,10.29,486.6,0,0.0,37592,39277,"{'CPU Analysis': {'Average CPU Usage': '10.29%', 'Peak CPU Usage': '79.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '147.4'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76869'}, 'General': {'Monitoring Duration': '67.36 seconds', 'Total Samples': '61'}}"
2025-02-19 12:35:03,12.7,79.2,0.0,13.15,486.6,0,0.0,37592,39281,"{'CPU Analysis': {'Average CPU Usage': '13.15%', 'Peak CPU Usage': '79.2%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '145.36'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76873'}, 'General': {'Monitoring Duration': '68.46 seconds', 'Total Samples': '62'}}"
2025-02-19 12:35:04,98.4,98.4,0.0,28.08,486.6,0,0.0,37592,39291,"{'CPU Analysis': {'Average CPU Usage': '28.08%', 'Peak CPU Usage': '98.4%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '189.19'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76883'}, 'General': {'Monitoring Duration': '69.56 seconds', 'Total Samples': '63'}}"
2025-02-19 12:35:05,0.0,98.4,0.0,20.57,486.6,0,0.0,37592,39293,"{'CPU Analysis': {'Average CPU Usage': '20.57%', 'Peak CPU Usage': '98.4%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '187.2'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76885'}, 'General': {'Monitoring Duration': '70.67 seconds', 'Total Samples': '64'}}"
2025-02-19 12:35:06,0.0,98.4,0.0,18.05,486.6,0,0.0,37592,39295,"{'CPU Analysis': {'Average CPU Usage': '18.05%', 'Peak CPU Usage': '98.4%', 'Lowest CPU Usage': '0.0%', 'CPU Usage Variance': '185.28'}, 'Memory Analysis': {'Current Memory Usage': '486.6 MB', 'Peak Memory Usage': '0 MB'}, 'Disk I/O Analysis': {'Current Read': '0 MB', 'Current Write': '0.0 MB', 'Total Operations': '76887'}, 'General': {'Monitoring Duration': '71.77 seconds', 'Total Samples': '65'}}"
